system:index,Avg_Station_Precip_mm,CRS_Projection,Highest_Water_Image_Date,MO_Dadu_Precip_mm,MO_Lasbela_Precip_mm,Month_Index,Non_Water_Area_sqkm,Total_ROI_Area_sqkm,Water_Area_sqkm,Water_Percentage,Year_Month,.geo
20,26.86094033718109,EPSG:32642,2019-09-01,10.870793581008911,42.85108709335327,21.0,1005.648945842869,1329.9658910965848,324.31694525371574,24.38535810766618,2019-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,9.720360040664673,EPSG:32642,2019-10-11,3.8324875831604004,15.608232498168945,22.0,1044.8576368254721,1329.9658910965848,285.1082542711127,21.43726062297996,2019-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2.179817224589499,EPSG:32642,2019-11-23,2.7810378426954685,1.5785966064835293,23.0,981.8486007890396,1329.9658910965848,348.1172903075452,26.17490363008597,2019-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0.0,EPSG:32642,2019-12-28,0.0,0.0,24.0,1036.912517698422,1329.9658910965848,293.0533733981627,22.03465332156256,2019-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,7.1403728723526,EPSG:32642,2020-01-14,6.300940990447998,7.979804754257202,25.0,977.9366391646352,1329.9658910965848,352.0292519319496,26.469043626501886,2020-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,2.524520993232727,EPSG:32642,2020-02-03,5.049041986465454,0.0,26.0,1067.434272980542,1329.9658910965848,262.5316181160429,19.739725648120203,2020-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,22.091155529022217,EPSG:32642,2020-03-09,11.853734016418457,32.32857704162598,27.0,1071.9858548007296,1329.9658910965848,257.9800362958551,19.39749267427792,2020-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,8.684080839157104,EPSG:32642,2020-04-03,17.36816167831421,0.0,28.0,1070.0986976509755,1329.9658910965848,259.8671934456093,19.539387828310645,2020-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,9.667954173404723,EPSG:32642,2020-05-03,5.132226808927953,14.203681537881494,29.0,1097.62995464871,1329.9658910965848,232.3359364478748,17.46931541652613,2020-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,6.431644186444828,EPSG:32642,2020-06-02,3.6777517311275005,9.185536641762155,30.0,1120.3893083832384,1329.9658910965848,209.57658271334637,15.758041925462168,2020-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,67.29819329828024,EPSG:32642,2020-07-05,42.53408341109753,92.06230318546295,31.0,1130.9422390256059,1329.9658910965848,199.02365207097887,14.964568144441637,2020-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,89.75896322727203,EPSG:32642,2020-08-11,99.63242316246033,79.88550329208374,32.0,923.4366675053516,1329.9658910965848,406.52922359123323,30.566890949063463,2020-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,12.477743708482421,EPSG:32642,2020-09-15,9.731959266377089,15.223528150587754,33.0,752.2832863176898,1329.9658910965848,577.682604778895,43.43589626216531,2020-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,3.189360409800429,EPSG:32642,2020-10-05,0.6657291051233187,5.712991714477539,34.0,1060.7392496487673,1329.9658910965848,269.22664144781754,20.243123771079162,2020-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,1.240974336862564,EPSG:32642,2020-11-12,0.9921266436576843,1.4898220300674438,35.0,1018.2855003423424,1329.9658910965848,311.6803907542423,23.435216860881695,2020-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.0,EPSG:32642,2020-12-04,0.0,0.0,36.0,1096.4060786960772,1329.9658910965848,233.5598124005075,17.561338524849877,2020-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.0,EPSG:32642,2021-01-03,0.0,0.0,37.0,1105.6343364080194,1329.9658910965848,224.33155468856538,16.86746676665514,2021-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,3.099450469017029,EPSG:32642,2021-02-02,0.0,6.198900938034058,38.0,1108.6635580397299,1329.9658910965848,221.30233305685485,16.63969990045282,2021-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,9.26291835308075,EPSG:32642,2021-03-04,5.918095588684082,12.607741117477417,39.0,1118.247482037681,1329.9658910965848,211.7184090589037,15.919085630409471,2021-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,7.111150503158569,EPSG:32642,2021-04-13,9.314743995666504,4.907557010650635,40.0,1131.46672694432,1329.9658910965848,198.49916415226477,14.925131951211023,2021-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,8.982056140899658,EPSG:32642,2021-05-03,0.0,17.964112281799316,41.0,1160.3615343255829,1329.9658910965848,169.60435677100185,12.752534324858475,2021-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,14.320719242095947,EPSG:32642,2021-06-10,13.856823444366455,14.78461503982544,42.0,1180.399390906056,1329.9658910965848,149.56650019052879,11.245889927839283,2021-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,59.14455533027649,EPSG:32642,2021-07-20,42.27580165863037,76.01330900192261,43.0,1102.8043860999915,1329.9658910965848,227.16150499659327,17.08025044230975,2021-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,2.5415797233581543,EPSG:32642,2021-08-29,0.0,5.083159446716309,44.0,1141.3847884727302,1329.9658910965848,188.5811026238545,14.179393914257862,2021-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,30.51958741247654,EPSG:32642,2021-09-23,17.75920084118843,43.27997398376465,45.0,910.8852095739628,1329.9658910965848,419.0806815226219,31.51063379355399,2021-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,7.581906795501709,EPSG:32642,2021-10-25,0.0,15.163813591003418,46.0,1091.4593345023632,1329.9658910965848,238.50655659422154,17.933283717341645,2021-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0.0,EPSG:32642,2021-11-04,0.0,0.0,47.0,1091.8082429945673,1329.9658910965848,238.15764810201753,17.907049323321484,2021-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,5.309600055217743,EPSG:32642,2021-12-19,0.0,10.619200110435486,48.0,1096.0414530223024,1329.9658910965848,233.92443807428242,17.588754692152804,2021-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,15.888130187988281,EPSG:32642,2022-01-08,9.188741683959961,22.5875186920166,49.0,912.8256556010169,1329.9658910965848,417.14023549556777,31.36473185426033,2022-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,2.9431447982788086,EPSG:32642,2022-02-07,5.886289596557617,0.0,50.0,893.053711264971,1329.9658910965848,436.9121798316138,32.85138233668313,2022-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,8.178456962108612,EPSG:32642,2022-03-14,5.08381450176239,11.273099422454834,51.0,1119.9749345031591,1329.9658910965848,209.9909565934257,15.789198655334216,2022-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,3.112363815307617,EPSG:32642,2022-04-18,6.224727630615234,0.0,52.0,1041.8593155360504,1329.9658910965848,288.1065755605343,21.66270409559033,2022-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,3.6067235469818115,EPSG:32642,2022-05-31,0.0,7.213447093963623,53.0,983.7494139422331,1329.9658910965848,346.2164771543517,26.031981682544426,2022-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,11.69344639161136,EPSG:32642,2022-06-12,6.308949338970706,17.077943444252014,54.0,1068.4024793025424,1329.9658910965848,261.56341179404245,19.666926313304014,2022-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,283.58389472961426,EPSG:32642,2022-07-30,245.2186918258667,321.9490976333618,55.0,989.1268348778192,1329.9658910965848,340.8390562187656,25.62765394966157,2022-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,106.01364433765411,EPSG:32642,2022-08-31,135.75345706939697,76.27383160591125,56.0,813.3501566088113,1329.9658910965848,516.6157344877735,38.84428449979367,2022-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,9.155396565794945,EPSG:32642,2022-09-10,1.9111058413982391,16.39968729019165,57.0,649.6657768855816,1329.9658910965848,680.3001142110031,51.15169635291033,2022-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,2.8564959168434143,EPSG:32642,2022-10-05,0.0,5.712991833686829,58.0,753.3986882477784,1329.9658910965848,576.5672028488063,43.35202930455717,2022-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.8021916151046753,EPSG:32642,2022-11-04,0.0,1.6043832302093506,59.0,908.5278845174885,1329.9658910965848,421.4380065790963,31.687880824643695,2022-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,3.3155853748321533,EPSG:32642,2022-12-04,0.0,6.631170749664307,60.0,1010.6827031665871,1329.9658910965848,319.28318792999767,24.006870406784792,2022-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,0.0,EPSG:32642,2023-01-11,0.0,0.0,61.0,939.6205990283703,1329.9658910965848,390.34529206821446,29.350022784897632,2023-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,0.0,EPSG:32642,2023-02-02,0.0,0.0,62.0,1086.043770446573,1329.9658910965848,243.92212065001172,18.340479427550793,2023-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,13.896734237670898,EPSG:32642,2023-03-29,7.029167652130127,20.76430082321167,63.0,1091.2847118335114,1329.9658910965848,238.68117926307326,17.946413578041135,2023-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,6.630982741713524,EPSG:32642,2023-04-03,8.706509113311768,4.55545637011528,64.0,1106.1725047273549,1329.9658910965848,223.79338636922992,16.827001945494075,2023-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,25.636262819170952,EPSG:32642,2023-05-31,14.934529155492783,36.33799648284912,65.0,1034.0547323288001,1329.9658910965848,295.91115876778474,22.24952991266564,2023-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,30.288688242435455,EPSG:32642,2023-06-05,24.634666562080383,35.94270992279053,66.0,1149.6351323292552,1329.9658910965848,180.33075876732966,13.559051399328984,2023-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,60.33951163291931,EPSG:32642,2023-07-30,59.80113482475281,60.877888441085815,67.0,860.7381382104744,1329.9658910965848,469.22775288611035,35.28118698587242,2023-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,0.0,EPSG:32642,2023-08-01,0.0,0.0,68.0,1003.7355168267495,1329.9658910965848,326.23037426983524,24.5292286406572,2023-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,10.136470317840576,EPSG:32642,2023-09-18,3.3687734603881836,16.90416717529297,69.0,1020.174543232569,1329.9658910965848,309.7913478640158,23.29317991821477,2023-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,8.481106132268906,EPSG:32642,2023-10-18,0.8298308253288269,16.132381439208984,70.0,1100.0161107637055,1329.9658910965848,229.9497803328793,17.289900581080385,2023-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,0.7034705728292465,EPSG:32642,2023-11-24,0.0,1.406941145658493,71.0,1076.9535233191732,1329.9658910965848,253.01236777741147,19.023974183939217,2023-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,0.0,EPSG:32642,2023-12-02,0.0,0.0,72.0,1117.287926070431,1329.9658910965848,212.6779650261537,15.99123454593232,2023-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,1.3184285163879395,EPSG:32642,2024-01-08,2.636857032775879,0.0,73.0,1086.7017317737836,1329.9658910965848,243.26415932280108,18.29100738231901,2024-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,22.175801396369934,EPSG:32642,2024-02-12,15.211007595062256,29.140595197677612,74.0,1040.2639314895334,1329.9658910965848,289.7019596070514,21.782660859684608,2024-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,14.952748417854309,EPSG:32642,2024-03-03,7.6216394901275635,22.283857345581055,75.0,1130.1812453344558,1329.9658910965848,199.784645762129,15.021787182632359,2024-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,8.951309988878393,EPSG:32642,2024-04-22,13.356340660523074,4.5462793172337115,76.0,1154.426739341992,1329.9658910965848,175.53915175459272,13.198770955686465,2024-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,8.154994858441682,EPSG:32642,2024-05-05,3.1990499645471573,13.110939752336208,77.0,1158.8969126300838,1329.9658910965848,171.06897846650108,12.862659081087493,2024-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,16.104852045536973,EPSG:32642,2024-06-06,13.999225592939183,18.210478498134762,78.0,1126.101696416019,1329.9658910965848,203.8641946805659,15.328528050631101,2024-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,54.076795518398285,EPSG:32642,2024-07-29,38.02185010910034,70.13174092769623,79.0,948.9072668615079,1329.9658910965848,381.0586242350769,28.651759175634652,2024-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,93.6746245562988,EPSG:32642,2024-08-25,113.09730932116508,74.2519397914325,80.0,963.7885841953498,1329.9658910965848,366.17730690123494,27.532834439785077,2024-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,4.455512784421444,EPSG:32642,2024-09-04,0.8687161654233932,8.042309403419495,81.0,889.0325444421231,1329.9658910965848,440.9333466544616,33.15373346085612,2024-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,6.2816475704312325,EPSG:32642,2024-10-09,1.1355073601007462,11.427787780761719,82.0,1074.786242469992,1329.9658910965848,255.17964862659267,19.186931810423477,2024-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,0.0,EPSG:32642,2024-11-13,0.0,0.0,83.0,1088.1634808817155,1329.9658910965848,241.80241021486935,18.181098615656843,2024-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,2.9992095828056335,EPSG:32642,2024-12-28,0.0,5.998419165611267,84.0,1107.3339021486759,1329.9658910965848,222.63198894790898,16.739676591581176,2024-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,1.8694293200969696,EPSG:32642,2025-01-07,1.7191511392593384,2.019707500934601,85.0,1107.6091378820993,1329.9658910965848,222.3567532144854,16.71898164479599,2025-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,11.391364010982215,EPSG:32642,2025-02-01,9.803689366206527,12.979038655757904,86.0,1108.2031448279631,1329.9658910965848,221.76274626862173,16.674318322989,2025-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,7.617936372756958,EPSG:32642,2025-03-18,3.356006145477295,11.879866600036621,87.0,1084.1025536962914,1329.9658910965848,245.86333740029337,18.486439317445495,2025-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,3.4587814807891846,EPSG:32642,2025-04-02,4.558431148529053,2.3591318130493164,88.0,1115.6443754437034,1329.9658910965848,214.32151565288132,16.114812950290684,2025-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,13.03855938295601,EPSG:32642,2025-05-07,4.650516549008898,21.42660221690312,89.0,1126.6432241564646,1329.9658910965848,203.3226669401202,15.287810634938644,2025-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,32.02094448910793,EPSG:32642,2025-06-29,27.116987713583512,36.924901264632354,90.0,1125.406049791102,1329.9658910965848,204.55984130548265,15.380833649562152,2025-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,44.920204892754555,EPSG:32642,2025-07-29,46.64591136574745,43.19449841976166,91.0,1119.2581067617625,1329.9658910965848,210.70778433482218,15.843096860257761,2025-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,45.11743187904358,EPSG:32642,2025-08-25,52.12055850028992,38.11430525779724,92.0,967.0558214282839,1329.9658910965848,362.9100696683009,27.287171204749765,2025-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,26.277141571044922,EPSG:32642,2025-09-24,16.820297241210938,35.733985900878906,93.0,962.5348044562609,1329.9658910965848,367.4310866403239,27.627106010769136,2025-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,5.002591863274574,EPSG:32642,2025-10-02,1.016800433397293,8.988383293151855,94.0,1007.1332435238502,1329.9658910965848,322.8326475727346,24.27375391609121,2025-10,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,1.3110905345529318,EPSG:32642,2025-11-03,1.2176620289683342,1.4045190401375294,95.0,1101.7888539484866,1329.9658910965848,228.17703714809818,17.156608201429997,2025-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,3.976047158241272,EPSG:32642,2025-12-01,0.0,7.952094316482544,96.0,1115.0115802667906,1329.9658910965848,214.95431082979425,16.16239275524276,2025-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,2.5290682315826416,EPSG:32642,2026-01-17,0.0,5.058136463165283,97.0,1113.8340899192217,1329.9658910965848,216.13180117736314,16.250928134642457,2026-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,5.380726724863052,EPSG:32642,2026-02-01,6.464644908905029,4.296808540821075,98.0,1121.3776483206263,1329.9658910965848,208.58824277595835,15.683728746154008,2026-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,23.183251917362213,EPSG:32642,2026-03-03,12.915900826454163,33.450603008270264,99.0,1124.250428733264,1329.9658910965848,205.71546236332074,15.46772467929264,2026-03,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,9.721983134746552,EPSG:32642,2026-04-10,14.01220154762268,5.431764721870422,100.0,1130.892545965231,1329.9658910965848,199.07334513135388,14.968304560593937,2026-04,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,5.038461040705442,EPSG:32642,2026-05-02,2.8833762630820274,7.193545818328857,101.0,1151.0622563465374,1329.9658910965848,178.9036347500474,13.451746089708932,2026-05,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,11.839089393615723,EPSG:32642,2026-06-29,8.761056184768677,14.917122602462769,102.0,1170.1474967868144,1329.9658910965848,159.8183943097704,12.016728803322678,2026-06,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,12.601731657981873,EPSG:32642,2026-07-04,7.121808052062988,18.081655263900757,103.0,1145.384975422979,1329.9658910965848,184.58091567360577,13.878620264570465,2026-07,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,0.0,EPSG:32642,2026-08-15,0,0,104.0,1082.7168258019158,1329.9658910965848,247.2490652946689,18.590632056797098,2026-08,"{""type"":""MultiPoint"",""coordinates"":[]}"
